Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias;;;;;;;;;;;;;;;;;;;;;;
Variável - Área plantada (Hectares);;;;;;;;;;;;;;;;;;;;;;
Cód.;Município;Ano x Produto das lavouras temporárias;;;;;;;;;;;;;;;;;;;;
Cód.;Município;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020
Cód.;Município;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar
3514908;Elias Fausto (SP);10620;14000;10500;12200;12500;12074;11940;12000;12100;11100;11701;11701;12000;12000;12000;12500;12000;12000;7000;7000;6200
3514924;Elisiário (SP);3300;3190;3200;3200;3200;3360;5200;5200;5200;5200;5200;4160;6400;6400;6400;6400;6400;6167;6167;6167;6167
3514957;Embaúba (SP);1150;1150;1150;1150;1150;189;3500;3500;3500;3500;3800;4967;4686;5534;6551;6400;6350;6000;6150;6150;6150
3515004;Embu das Artes (SP);-;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;-;...;...;...
3515103;Embu-Guaçu (SP);-;...;...;...;...;...;...;...;...;...;...;...;...;...;...;-;...;...;-;-;-
3515129;Emilianópolis (SP);-;-;-;1299;1300;1260;1900;1900;2651;3600;3600;4600;4600;4600;4900;4500;4900;4900;5100;5100;3388
3515152;Engenheiro Coelho (SP);1000;1000;1000;1000;1000;1050;850;847;847;1300;1300;900;900;1025;1570;2150;2150;2000;2000;2400;2400
3515186;Espírito Santo do Pinhal (SP);1500;1200;1100;990;1500;1050;1695;1700;1300;3200;3200;2300;2390;2200;1800;1900;2103;2145;1800;1620;1700
3515194;Espírito Santo do Turvo (SP);4000;4000;2000;4000;2500;2625;4000;4300;5000;5000;5000;5000;6500;4320;5400;4000;2500;2500;2000;2200;2169
3515202;Estrela d'Oeste (SP);1452;2000;2200;2100;2000;2100;2400;3000;3500;4700;3400;3400;3400;3400;6370;6370;6370;6370;8170;8170;8670
3515301;Estrela do Norte (SP);-;250;90;90;90;94;90;90;90;7200;6200;7200;7500;7500;6750;6750;7500;6960;6160;6160;7772
3515350;Euclides da Cunha Paulista (SP);2000;2000;74;36;-;-;250;250;200;-;200;2212;2290;4045;4214;3252;5187;5631;5298;4426;4094
3515400;Fartura (SP);-;500;-;-;-;-;-;-;-;-;-;-;-;1500;1130;1130;1300;1300;1300;1000;200
3515509;Fernandópolis (SP);5115;5115;6000;6000;6000;6299;5600;5600;10000;12000;13500;4700;13200;13200;14000;14000;14000;14000;17000;17000;17000
3515608;Fernando Prestes (SP);3300;3800;4000;4000;5300;5040;6800;6800;7000;7000;680;6800;8000;8800;8800;9000;9000;9400;10000;9900;9500
3515657;Fernão (SP);-;-;-;-;-;-;-;-;200;200;200;200;-;-;-;-;-;-;1;1;1
3515707;Ferraz de Vasconcelos (SP);-;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
3515806;Flora Rica (SP);-;1000;1149;1155;1491;2247;3600;3600;2600;5470;5470;4800;4300;5675;5500;6500;6900;6560;6560;4300;4200
3515905;Floreal (SP);-;-;-;-;-;-;75;700;700;4552;4552;4500;4552;4452;4040;3900;3900;3000;3000;3000;2700
3516002;Flórida Paulista (SP);10390;10390;15552;14390;15000;15028;20390;18000;23000;23000;22500;22500;20000;20000;20848;18000;17800;22373;16292;17980;18100
3516101;Florínea (SP);7000;8000;7000;7000;6200;6462;9000;8500;9500;9000;8837;9500;9000;9000;8572;8876;10273;8876;8876;8876;8876
3516200;Franca (SP);600;800;800;800;1000;1470;1650;1650;2600;2600;2600;2600;2100;2100;2100;2100;2100;2100;2000;2000;3880
3516309;Francisco Morato (SP);-;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
3516408;Franco da Rocha (SP);-;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;-;-;-;-;-
3516507;Gabriel Monteiro (SP);780;767;1110;1842;1784;1346;1397;2600;3700;3683;3683;3024;3012;3300;3825;3284;2578;3121;5522;5522;4300
3516606;Gália (SP);-;-;-;-;-;-;-;-;-;...;12;12;-;-;-;-;-;-;-;-;-
3516705;Garça (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
3516804;Gastão Vidigal (SP);600;-;-;-;164;-;347;2086;2100;2100;5211;2050;5400;5400;4057;5304;5304;5600;5329;5329;5450
3516853;Gavião Peixoto (SP);3900;3900;3000;3900;3900;4095;3900;3900;6408;6408;5980;5400;8500;10000;10300;6400;6300;17000;6300;6300;6300
3516903;General Salgado (SP);10700;2274;3852;4941;5025;6039;4875;4875;9627;10129;9640;11100;12997;10927;10927;8961;8556;13837;13000;15000;13000
3517000;Getulina (SP);3676;3676;2282;3156;1596;1784;4072;-;1960;24070;24614;24694;-;25024;25524;21524;15145;21790;20250;18450;18450
3517109;Glicério (SP);1900;2000;2700;2700;3500;1323;4596;7000;7900;7900;11800;11800;10706;10217;10820;8969;8729;7478;8245;10929;10000
3517208;Guaiçara (SP);3000;3000;3610;3830;3691;4088;8200;-;10500;8500;7500;7300;-;9500;9500;9500;9500;8000;11500;7233;7055
3517307;Guaimbê (SP);-;-;-;-;-;-;400;-;900;3062;3062;3062;-;3400;4436;4436;2571;1900;2636;2146;2500
3517406;Guaíra (SP);23000;25000;26500;26500;28000;26890;27500;51000;55000;57000;58000;58500;61000;61000;61000;60000;60000;60000;62000;62000;62000
3517505;Guapiaçu (SP);6166;5400;7500;7500;7500;8189;8000;8200;15939;13409;17958;17958;17959;17959;17959;17959;17954;19154;13300;13300;15376
3517604;Guapiara (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
3517703;Guará (SP);9000;11000;16501;16501;18220;18775;20300;20300;22021;24794;20806;22800;23000;23000;23000;23000;23000;23000;22880;22800;22800
3517802;Guaraçaí (SP);1327;900;769;770;910;3093;2500;10000;10000;10000;10000;17000;20000;20000;23000;23000;25000;25000;25000;25000;25000
3517901;Guaraci (SP);4000;5000;5000;6000;6500;6824;14500;20640;20640;20640;20600;24600;24600;33000;39900;39900;42100;42100;39900;39900;39900
3518008;Guarani d'Oeste (SP);150;150;20;580;280;105;100;100;320;400;430;400;1200;1400;1500;1600;1600;1500;1500;1620;1600
3518107;Guarantã (SP);-;-;-;-;-;-;600;1300;1000;9000;9000;9000;1500;9600;9600;9450;9900;9900;11249;9562;11249
3518206;Guararapes (SP);14549;16000;16892;19550;19000;25220;27000;41500;40500;47651;46561;45131;46561;30862;29385;46561;44561;45200;46560;46560;40100
3518305;Guararema (SP);-;90;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40;20;20;20
3518404;Guaratinguetá (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
3518503;Guareí (SP);-;726;871;970;1900;2394;2400;2900;2400;4200;3200;4000;4500;4300;3800;3800;2500;2000;1000;1000;750
3518602;Guariba (SP);17000;17000;17000;17000;19000;17250;17200;17200;17200;20700;18000;21000;18390;18390;21195;21200;21215;21200;21200;20000;21200
3518701;Guarujá (SP);...;...;...;...;...;...;...;...;...;0;...;...;...;...;...;-;...;...;-;-;...
3518800;Guarulhos (SP);...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
3518859;Guatapará (SP);23188;23200;23200;23200;23200;23540;23200;24700;23548;25380;25380;25380;25380;25380;25059;25391;25391;25391;25391;25391;25391
3518909;Guzolândia (SP);859;820;605;557;565;372;955;2097;251;1388;3377;3980;3800;2392;2400;2014;2984;2579;3000;3000;3100
3519006;Herculândia (SP);-;-;-;-;96;1643;2176;2176;5318;5318;970;5570;5810;5760;11800;9396;9397;12100;12100;10100;10100
3519055;Holambra (SP);-;180;180;180;190;252;240;300;300;300;300;380;380;380;500;500;500;300;300;300;300
3519071;Hortolândia (SP);...;1300;1300;700;700;735;700;700;700;700;...;200;100;100;72;...;...;...;...;...;...
3519105;Iacanga (SP);3800;2500;3800;2500;3000;2625;5100;4325;14720;14720;14720;15320;16218;16218;16218;16218;22400;25000;20000;20000;20390
3519204;Iacri (SP);256;256;590;721;1234;981;3400;4000;5500;5500;6300;10100;10900;10900;10900;7844;7844;10900;10900;3500;10600
3519253;Iaras (SP);-;-;-;-;60;-;-;2500;2500;2500;3000;3000;7000;7000;7000;3800;6000;6000;4300;4300;4100
3519303;Ibaté (SP);8400;8200;8300;17935;17935;18200;17000;17000;17000;18500;17800;16194;16100;15200;15180;15200;17300;19000;15200;15200;15000
3519402;Ibirá (SP);2100;3700;2800;4120;3174;3780;4984;5500;5756;5756;8000;9000;12000;12000;14000;14000;14000;14000;12700;12700;12900
3519501;Ibirarema (SP);5630;6500;7500;7931;8492;8399;8500;8145;10100;8845;9545;11100;8700;8700;8700;10273;10273;4565;5665;6000;7500
3519600;Ibitinga (SP);7650;6570;6444;7570;7700;6929;7700;16000;20200;20200;21000;26000;30000;30000;31500;31500;31500;31500;31000;31000;31000
3519709;Ibiúna (SP);30;60;60;60;120;126;126;-;126;-;-;-;-;-;-;-;-;-;-;-;-
3519808;Icém (SP);4773;4399;4399;5500;5500;6158;6851;7438;6850;6850;10000;6850;7000;6850;6850;13000;10400;10400;10400;8620;8500
3519907;Iepê (SP);3600;5000;5000;7000;6346;6676;7500;7004;10307;10307;12807;14807;16807;17900;19100;20324;16737;13002;10160;10160;20000
3520004;Igaraçu do Tietê (SP);8000;9000;8100;9000;9000;8504;6400;6400;6400;7600;6400;7162;7420;7418;7298;7298;7298;7002;7021;6886;6886
3520103;Igarapava (SP);14000;15500;17650;18000;18000;19280;22000;26000;2700;30500;29000;29000;27000;25650;25650;25160;26500;27200;27200;25150;25150
3520202;Igaratá (SP);-;-;70;-;-;-;-;-;-;-;-;-;-;50;-;-;-;-;-;-;-
3520301;Iguape (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
3520400;Ilhabela (SP);10;...;...;...;...;...;...;...;...;...;...;...;...;-;...;...;...;...;...;...;...
3520442;Ilha Solteira (SP);-;-;-;-;250;564;1370;1688;10954;10954;10954;14400;13900;12278;15172;12363;15778;13943;16000;20500;18500
3520509;Indaiatuba (SP);-;-;2200;2500;2500;2625;2000;2600;2500;2500;2700;2700;2100;2680;2700;2300;2700;2800;2000;2100;2000
3520608;Indiana (SP);-;-;-;-;-;-;-;-;77;77;77;77;77;77;77;77;77;77;77;77;52
3520707;Indiaporã (SP);-;-;-;300;300;-;-;290;1240;2000;2500;2500;3300;4900;3300;3900;3500;5392;5000;5000;5000
3520806;Inúbia Paulista (SP);1800;1800;2082;1835;1743;667;2500;2710;3302;3302;3302;3302;3405;3405;3090;3400;3200;2900;2900;2600;2400
3520905;Ipaussu (SP);9400;9400;9400;12000;12000;10499;12000;12500;12500;12500;12500;12500;12500;12500;12500;17000;16840;16800;13500;13500;16840
3521002;Iperó (SP);600;700;800;800;840;630;630;630;630;1782;1080;1080;-;1782;1782;1782;1782;1782;-;900;900
3521101;Ipeúna (SP);3500;3500;3483;3504;3817;2911;3600;3600;4300;4600;4200;4200;4900;6000;5099;5700;5568;5568;5568;5000;5000
3521150;Ipiguá (SP);300;400;70;70;551;682;460;1723;1600;2307;2500;2500;2500;2600;2600;2730;2470;2470;2470;2400;2500
3521200;Iporanga (SP);-;-;-;-;-;-;-;-;-;-;2;2;-;35;35;35;35;35;15;15;15
3521309;Ipuã (SP);14500;24000;25000;26300;27500;25330;27900;27900;27900;34000;28000;28000;28000;28000;28000;28000;28000;28000;28000;28000;28000
3521408;Iracemápolis (SP);8000;8100;8300;8300;8300;8714;8300;8840;8500;9000;9000;8840;8840;8635;8370;8370;8370;8370;7200;7700;7700
3521507;Irapuã (SP);2000;3000;2603;2603;2603;3045;5290;6000;6270;6270;8182;9220;9095;9095;9500;9000;9300;9300;10040;10040;11260
3521606;Irapuru (SP);-;-;111;119;293;1155;4500;5100;7000;7000;7000;8000;5000;3300;4175;3837;3800;3800;3800;4600;4500
3521705;Itaberá (SP);...;-;-;-;-;-;-;120;120;120;-;1100;1100;500;400;400;-;-;-;-;-
3521804;Itaí (SP);7000;9000;10500;10500;11000;10499;16500;16500;16748;16500;16500;16500;16500;25000;20000;25000;20000;20000;15000;15000;15000
3521903;Itajobi (SP);9500;11023;11000;11673;11673;14635;15300;19000;24300;24500;24600;26200;25800;27800;28800;29000;29400;21000;24000;24000;26000
3522000;Itaju (SP);-;2600;2600;2600;2400;3647;4500;6150;6000;6565;6450;6450;7100;7100;6500;7536;7536;7536;7000;7000;7000
3522109;Itanhaém (SP);-;...;...;...;...;...;...;...;...;...;...;...;...;...;-;-;-;-;-;-;-
3522158;Itaoca (SP);-;-;-;-;-;-;-;-;-;-;16;20;24;3;-;12;12;12;12;25;25
3522208;Itapecerica da Serra (SP);-;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;-;...;...;...
3522307;Itapetininga (SP);2500;1500;2900;3081;4580;5208;10000;7450;11800;16000;13270;14500;14270;17000;16500;14000;11000;8150;7300;6300;6000
3522406;Itapeva (SP);2200;2400;2200;2300;2300;3150;3500;5500;7000;6000;6000;6000;5500;5000;-;3000;3000;2800;2500;2500;2500
3522505;Itapevi (SP);...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
3522604;Itapira (SP);13500;15000;13500;13500;13888;14174;13500;13703;13703;13703;6930;6225;6225;6225;6300;6300;6375;6300;5400;5800;4866
3522653;Itapirapuã Paulista (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;15;10;10;3;15;15;15
3522703;Itápolis (SP);15700;15700;15000;18779;20000;19930;18500;32000;35000;34000;34000;36000;38512;42000;42000;42000;37000;35000;32000;33000;33000
3522802;Itaporanga (SP);-;-;-;-;-;-;-;500;700;-;700;880;700;500;200;200;-;-;100;-;-
3522901;Itapuí (SP);6800;6800;10000;10325;10325;10840;10325;10340;8500;6565;8500;8500;9100;9100;9100;9100;9100;9100;8550;8550;8550
3523008;Itapura (SP);160;-;-;-;0;856;1022;930;1834;7009;8186;9500;10500;8688;8688;9493;9412;9500;9500;11600;10600
3523107;Itaquaquecetuba (SP);2;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
3523206;Itararé (SP);-;-;-;-;-;-;-;-;-;-;160;160;-;-;-;-;-;-;30;30;30
3523305;Itariri (SP);-;-;-;...;...;...;...;...;...;...;...;...;-;-;-;-;-;-;-;-;-
3523404;Itatiba (SP);-;-;-;-;-;-;-;-;300;500;500;550;650;150;600;500;150;150;150;150;110
3523503;Itatinga (SP);-;-;-;-;-;-;-;800;800;1300;1400;1400;1900;1900;1900;3310;3000;3000;6700;7050;7050
3523602;Itirapina (SP);4447;5447;2448;2953;2854;3049;2170;2200;5600;5800;5400;5800;5600;8700;8331;8281;8331;8331;7500;7500;7500
3523701;Itirapuã (SP);-;-;-;-;-;-;-;-;200;150;150;150;160;200;300;370;370;700;800;800;800
3523800;Itobi (SP);1500;1800;1800;2000;2400;2520;2600;2600;2400;2400;2300;2400;2300;1800;1800;400;400;400;400;1800;1800
3523909;Itu (SP);830;1200;700;700;700;735;400;720;700;1680;1640;1988;1574;2300;1800;1800;1800;1800;1800;2100;1400
3524006;Itupeva (SP);10;10;20;29;29;31;40;15;15;150;159;159;159;159;10;8;8;8;8;8;8
3524105;Ituverava (SP);13600;14600;14000;14600;20045;20340;26000;40000;49000;56500;47000;47000;47000;47085;47500;47500;47500;47500;47500;47500;47500
3524204;Jaborandi (SP);13200;15342;15000;15342;16000;15570;21305;17820;21420;20931;20000;20300;20000;20000;20000;20000;20000;18800;18800;18800;18800
3524303;Jaboticabal (SP);40000;40000;40000;40000;41000;40589;40000;40000;40000;43000;40500;53000;46500;46500;55505;57550;57550;57550;57550;54000;57550
3524402;Jacareí (SP);-;30;-;30;-;-;-;-;-;30;30;30;30;-;-;-;-;-;8;8;8
3524501;Jaci (SP);60;-;-;-;700;1260;2000;4000;5278;5578;5778;5778;5778;5778;5778;6018;6018;8018;5618;6618;7018
3524600;Jacupiranga (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1
3524709;Jaguariúna (SP);1570;1570;1500;1500;2680;2835;1300;1500;1800;1800;1800;3737;3700;3700;3580;3580;3580;2500;2500;2500;2500
3524808;Jales (SP);-;-;-;-;-;-;-;300;0;750;1750;2000;2500;3000;3800;5070;5070;5070;5500;5600;5600
3524907;Jambeiro (SP);30;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-
3525003;Jandira (SP);...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
3525102;Jardinópolis (SP);28000;28000;28000;28000;30000;28412;28000;28100;28420;36112;31488;30062;27438;27438;33504;27433;27433;27433;27433;36000;36000
3525201;Jarinu (SP);250;250;250;250;250;210;200;200;200;200;80;30;15;15;20;20;20;20;20;20;20
3525300;Jaú (SP);37000;37000;37000;37000;37700;39574;40000;42000;42000;46000;42500;43000;43000;43000;43000;43000;43000;43000;42980;44000;44000
3525409;Jeriquara (SP);1900;1900;1900;2100;2400;4200;4000;4500;5000;4900;5700;4900;4950;4512;4750;4950;5000;5000;4600;4600;4600
3525508;Joanópolis (SP);-;-;40;40;40;47;47;47;50;50;50;90;-;-;-;-;-;-;-;-;-
3525607;João Ramalho (SP);3000;3000;3000;1775;1775;3447;4525;4525;9364;13000;13000;18000;16000;21100;24306;28053;28066;23843;11577;11577;13650
3525706;José Bonifácio (SP);100;100;1100;1100;1300;1575;1500;7000;8000;18000;26000;22000;21000;31000;33000;33000;35000;42000;36000;36000;36000
3525805;Júlio Mesquita (SP);-;-;-;-;-;-;-;300;240;284;-;260;260;350;350;846;846;846;846;-;-
3525854;Jumirim (SP);360;360;360;360;360;399;480;150;480;150;200;200;290;400;400;400;400;400;400;440;440
3525904;Jundiaí (SP);-;-;40;40;40;42;40;40;40;-;28;-;-;-;-;-;-;-;-;-;-
3526001;Junqueirópolis (SP);280;280;450;2280;4280;7454;8000;14011;12460;12460;25000;25000;27000;28450;29650;28400;23068;24200;26000;26000;24900
3526100;Juquiá (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
3526209;Juquitiba (SP);-;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;-;...;...;...
3526308;Lagoinha (SP);-;-;-;-;-;-;-;6;-;-;272;72;-;-;-;-;6;6;10;10;-
3526407;Laranjal Paulista (SP);2200;-;2300;2300;2300;2625;2600;2800;2800;2200;4000;4000;5300;4000;...;-;4000;4000;4000;500;500
3526506;Lavínia (SP);4850;-;4000;5200;5100;6303;7500;8500;20000;19500;19500;20500;19750;19627;19857;18857;19540;19540;22750;22750;22750
3526605;Lavrinhas (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
3526704;Leme (SP);16000;16000;16510;17408;18480;17230;18934;18300;18300;18300;22900;18300;18300;19900;19700;19700;19700;19700;19700;19440;24300
3526803;Lençóis Paulista (SP);40000;40000;43000;40000;38300;35820;45000;40600;42000;45300;40654;40545;43654;43654;43654;36500;35949;34835;33150;33150;40000
3526902;Limeira (SP);15000;15000;15000;16000;16000;15220;19000;16000;19000;19000;19000;16000;16000;11864;12131;12715;14000;14000;13900;12700;10000
3527009;Lindóia (SP);30;40;40;30;40;42;40;30;40;40;30;12;12;17;17;17;17;17;17;17;17
3527108;Lins (SP);7400;9400;9364;9470;9344;9912;12000;15000;12000;12000;18500;18500;-;28700;30500;31200;31360;31150;32200;32250;26000
3527207;Lorena (SP);...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
3527256;Lourdes (SP);1056;1804;1667;1835;1775;1927;1507;1902;4450;4330;3733;5148;4300;3896;2738;2741;3003;3115;3200;275;2300
3527306;Louveira (SP);-;-;-;-;-;-;-;-;-;...;-;18;18;18;18;18;18;18;18;18;15
3527405;Lucélia (SP);4100;4100;5867;5318;6360;5997;8300;8300;7300;7300;9000;7800;6800;9289;7890;7620;7620;7630;7550;7820;7900
3527504;Lucianópolis (SP);-;-;-;-;-;157;300;300;300;300;300;300;300;1300;400;650;450;450;400;315;380
3527603;Luís Antônio (SP);28000;24800;24800;24800;24800;25166;25800;25300;29500;29488;29449;29449;29449;29449;29285;29589;26953;40000;40000;35000;35000
3527702;Luiziânia (SP);1250;1400;1400;1688;1730;1890;1755;3652;3325;3325;5008;5400;5400;5600;4648;5504;5125;5517;5940;5022;5161
3527801;Lupércio (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
3527900;Lutécia (SP);2449;2449;2450;918;1799;1994;2850;4000;7624;6600;6600;6600;8400;10200;14525;14525;15729;7700;8135;8135;8100
3528007;Macatuba (SP);13336;13336;15000;15067;15100;15320;13336;15580;15580;17990;15580;14969;18078;18078;13336;13336;13336;13336;14779;14779;14193
3528106;Macaubal (SP);-;170;200;400;350;798;1200;2000;2200;8000;8000;7100;9220;8000;7500;5500;7000;7000;6800;6000;6000
3528205;Macedônia (SP);-;-;-;-;400;-;-;550;2000;4200;5500;3500;4000;4500;6000;6000;7000;6500;7000;6500;6000
3528304;Magda (SP);2500;780;727;523;3052;666;4800;5600;2995;3950;8000;8870;11000;13600;13640;9232;4071;14682;14600;15200;15200
3528403;Mairinque (SP);-;30;30;30;120;63;63;-;63;-;-;-;-;-;-;-;-;-;-;-;-
3528502;Mairiporã (SP);-;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
3528601;Manduri (SP);-;-;500;500;500;525;1000;980;1130;1399;1400;1400;1400;3150;3200;3300;3300;3300;3300;3370;3350
3528700;Marabá Paulista (SP);2200;-;2300;1362;1362;840;4411;3693;9162;10200;17000;17500;14962;13423;23138;15289;18771;16706;14337;14879;14674
3528809;Maracaí (SP);15000;15000;15068;17000;17000;17250;17200;18292;18291;16194;16812;18700;17500;17500;17500;18000;18000;16000;14720;14720;13252
3528858;Marapoama (SP);1900;2624;2925;2500;2500;3255;2624;3600;3500;3500;4500;5600;4500;4500;4500;4500;4670;4470;6196;6196;6196
3528908;Mariápolis (SP);-;-;-;-;-;628;700;700;700;1400;1000;1200;1200;1412;863;932;932;952;960;790;810
3529005;Marília (SP);-;-;-;-;-;-;-;120;120;3000;5000;5000;5000;5000;6500;6500;6500;6500;4200;4200;4000
3529104;Marinópolis (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;250;335;335;335;335;370;370;350
3529203;Martinópolis (SP);4000;-;4000;6950;7950;8399;10792;10800;11500;11500;11500;22100;24100;18000;18000;34350;36350;3600;3600;3600;36000
3529302;Matão (SP);15400;-;15400;14300;14100;14804;14100;14300;21467;...;17150;17150;17000;14000;14200;11360;25000;19000;21000;20000;22000
3529401;Mauá (SP);...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;-;-;...;...;...;...
3529500;Mendonça (SP);1370;-;1370;1370;1370;1470;2433;2900;3400;5300;5500;5500;5700;6690;6800;7000;7000;7900;6320;5600;6410
3529609;Meridiano (SP);174;-;70;70;70;73;500;4500;4500;4500;7000;5000;5000;5600;6000;6500;6000;5940;7140;7140;8150
3529658;Mesópolis (SP);-;-;-;-;-;-;-;-;657;5540;7500;6600;6500;6350;6278;6590;6590;6740;6780;6740;7000
3529708;Miguelópolis (SP);15000;16000;15000;15000;16000;18265;32360;47000;43000;42133;39133;40869;41000;35284;37417;37417;37284;37417;37417;40133;40133
3529807;Mineiros do Tietê (SP);11000;11000;11000;11000;11000;11549;11000;11000;13970;13600;13200;13200;11060;11100;12400;12230;12230;12230;11493;11310;11310
3529906;Miracatu (SP);-;-;-;-;-;-;-;-;...;-;-;...;-;-;-;-;-;-;-;-;-
3530003;Mira Estrela (SP);-;-;-;-;-;-;-;360;150;540;540;540;640;860;1200;1400;1500;1500;1500;1500;1500
3530102;Mirandópolis (SP);3800;-;4663;4598;4600;4655;7000;7200;7000;6000;8950;11164;15000;16683;23129;25214;26500;23129;29300;24000;24000
3530201;Mirante do Paranapanema (SP);-;-;1325;-;-;210;1398;1398;1505;5773;4700;7800;10350;14550;21956;17750;22092;22002;22909;23117;22000
3530300;Mirassol (SP);300;300;700;700;800;1890;2000;3000;4780;5046;4900;4900;5600;5800;8610;7600;7600;8600;7310;7310;7310
3530409;Mirassolândia (SP);-;-;-;710;920;829;1310;1310;2200;2200;3700;4000;4000;4100;4450;4450;3750;5000;5000;17000;4100
3530508;Mococa (SP);9500;10200;9500;12014;12014;12613;14000;14000;16500;16500;15000;16500;18500;18500;18500;18000;18000;18000;18000;19000;19000
3530607;Mogi das Cruzes (SP);-;-;-;-;-;-;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-
3530706;Mogi Guaçu (SP);6000;7000;7000;8000;8000;8399;8000;8000;11000;11000;11000;11000;13000;13000;13080;13000;11000;11000;8000;11000;11000
3530805;Mogi Mirim (SP);4700;4700;4700;5500;5500;5040;5000;4900;4900;4900;7000;7000;7000;8000;9200;7800;7800;7800;6465;6465;6065
3530904;Mombuca (SP);5000;5000;5000;5000;5500;5250;5000;6500;5000;5680;5680;5680;8073;8073;8073;8073;8073;8073;8073;8000;8000
3531001;Monções (SP);...;-;75;-;-;0;1440;1440;1600;9500;13000;3241;3350;3096;8100;8500;3951;2020;1891;1891;2000
3531100;Mongaguá (SP);-;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
3531209;Monte Alegre do Sul (SP);50;80;-;-;-;-;50;110;110;110;110;124;124;127;124;124;124;124;75;75;75
3531308;Monte Alto (SP);6630;6630;6630;6630;6830;6961;6800;6800;7200;7200;7500;7500;9500;9500;9500;9500;10000;12500;9600;9600;9600
3531407;Monte Aprazível (SP);2500;1200;2300;8000;8000;8399;18000;16380;19388;19400;19400;17000;19388;22000;24000;20000;18000;18000;18000;16000;16000
3531506;Monte Azul Paulista (SP);3110;3736;4600;4900;4800;5559;7340;8100;9493;9110;9000;10160;10160;10160;11600;11900;13750;12500;14500;12660;12660
3531605;Monte Castelo (SP);-;-;-;-;-;0;25;525;6445;6445;6445;6445;6705;6805;7025;8770;8770;7550;8050;8050;8010
3531704;Monteiro Lobato (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;...
3531803;Monte Mor (SP);-;4200;12000;6000;4200;4410;8000;8000;8000;8000;...;7200;800;7167;7100;7000;7;7000;7167;7167;7000
3531902;Morro Agudo (SP);78000;78000;60000;93000;90000;86602;93000;93000;114000;114000;96900;96900;96901;95970;97500;95000;96900;99000;99000;99000;99000
3532009;Morungaba (SP);-;-;-;-;-;-;-;-;-;-;300;320;320;320;300;10;10;3;3;3;3
3532058;Motuca (SP);17900;17000;15000;15000;15000;15200;15200;15428;17500;17500;15185;15185;10600;10600;10600;11480;11600;11480;11485;11505;11505
3532108;Murutinga do Sul (SP);-;-;100;-;-;358;1000;2000;2000;2296;2320;2332;2332;3500;1800;2500;2200;23129;2500;4000;4000
3532157;Nantes (SP);3159;4500;4500;4800;4800;5250;7400;7400;7400;8200;8200;8200;8200;4200;3800;4501;4102;5073;5798;5798;5913
3532207;Narandiba (SP);-;400;500;770;1370;2100;4700;10800;13800;20000;20000;25000;30500;30500;20058;24058;20058;20558;12789;12789;24000
